objectnummer,titel,probleem_bucket,geografisch_trefwoord,geo_detail_termen,geo_detail_sources,geo_detail_broader_terms
NG-1979-566-27,Hindostaans huwelijk: de Matkorwa,mixed-no-coords,Den Haag | Suriname (Zuid-Amerika),Den Haag | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-1979-566-29,Surinaamse markt op dag der Vrijheden,mixed-no-coords,Den Haag | Suriname (Zuid-Amerika),Den Haag | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-1979-566-31,Surinaamse markt op Dag der Vrijheden,mixed-no-coords,Grote Markt (Den Haag) | Suriname (Zuid-Amerika),Grote Markt (Den Haag) | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-1979-566-32,Optreden folkloristische groep op Dag der Vrijheden,mixed-no-coords,Amsterdam | Suriname (Zuid-Amerika),Amsterdam | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-1981-8-24,Vormingsweekend van de SBSV,mixed-no-coords,Bergen (Noord-Holland) | Suriname (Zuid-Amerika),Bergen (Noord-Holland) | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-1981-8-25,Deelneemster met kleinkind tijdens een Vormingsweekend,mixed-no-coords,Bergen (Noord-Holland) | Suriname (Zuid-Amerika),Bergen (Noord-Holland) | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-1981-8-28,"Norma met het blad ""Ashanti"" tijdens een vormingsweekend van de SBSV (Stichting Behartiging-Belangen Surinaamse Vrouwen)",mixed-no-coords,Bergen (Noord-Holland) | Suriname (Zuid-Amerika),Bergen (Noord-Holland) | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-1999-6-10,Portret van Faried Akmahr,mixed-no-coords,Amsterdam | Suriname (Zuid-Amerika),Amsterdam | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-1999-6-38,Faried Akmahr met zijn broer,mixed-no-coords,Amsterdam | Suriname (Zuid-Amerika),Amsterdam | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-1992-19-44,De Surinaamse president,mixed-no-coords,Paleis Noordeinde | Suriname (Zuid-Amerika),Paleis Noordeinde | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
RP-P-1907-3971,"Surinaams dorp op de Wereldtentoonstelling in Amsterdam, 1883",mixed-no-coords,Amsterdam | Museumplein | Suriname (Zuid-Amerika),Amsterdam | Museumplein | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
RP-P-1911-323,"Kaart van Indonesië, met inzet van de kust van Zuid-Amerika, de Nederlandse Antillen en de kust van Guinée",mixed-no-coords,Indonesië | Guinée | Suriname (Zuid-Amerika) | Nederlandse Antillen,Indonesië | Guinée | Suriname (Zuid-Amerika) | Nederlandse Antillen,edit | edit | edit | edit," |  | Zuid-Amerika | "
RP-P-1935-1481,"Kaart van Indonesië, met inzet van de kust van Zuid-Amerika, de Nederlandse Antillen en de kust van Guinée",mixed-no-coords,Indonesië | Guinée | Suriname (Zuid-Amerika) | Nederlandse Antillen,Indonesië | Guinée | Suriname (Zuid-Amerika) | Nederlandse Antillen,edit | edit | edit | edit," |  | Zuid-Amerika | "
RP-P-1974-102,"Titelpagina voor: Gerard Voorduin, Gezigten uit Neerland's West-Indien, 1860-1862",mixed-no-coords,Suriname (Zuid-Amerika) | Nederlandse Antillen,Suriname (Zuid-Amerika) | Nederlandse Antillen,edit | edit,"Zuid-Amerika | "
NG-2005-3-22,Desi Bouterse,mixed-no-coords,Den Haag | Suriname (Zuid-Amerika),Den Haag | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-2005-19-1,Dansende Surinaamse meisjes tijdens Keti-Koti,mixed-no-coords,Amsterdam,Amsterdam,edit,
NG-2005-19-2,Surinaamse vrouwen in traditionele dracht tijdens Keti-Koti,mixed-no-coords,Amsterdam,Amsterdam,edit,
NG-2005-19-3,Surinaamse zanger Geraldi tijdens het Keti-Koti feest,mixed-no-coords,Amsterdam,Amsterdam,edit,
NG-2005-19-4,Optreden van Kid Dynamite tijdens Keti-Koti,mixed-no-coords,Amsterdam,Amsterdam,edit,
NG-2005-19-5,Dansende Surinaamse matroos tijdens het Keti-Koti feest,mixed-no-coords,Amsterdam,Amsterdam,edit,
NG-2005-19-6,Dansend paar tijdens Keti-Koti,mixed-no-coords,Amsterdam,Amsterdam,edit,
NG-2005-19-7,Surinaamse matrozen tijdens het Keti-Koti feest,mixed-no-coords,Amsterdam,Amsterdam,edit,
NG-2005-19-8,Minister Jonkman spreekt op de Ronde Tafel Conferentie tussen Nederland en de West,mixed-no-coords,Den Haag | Vergaderzaal Eerste Kamer | Nederland | Suriname (Zuid-Amerika),Den Haag | Vergaderzaal Eerste Kamer | Nederland | Suriname (Zuid-Amerika),edit | edit | edit | edit," |  |  | Zuid-Amerika"
NG-2005-19-9,Minister President Beel opent de Ronde Tafel Conferentie tussen Nederland en de West,mixed-no-coords,Den Haag | Vergaderzaal Eerste Kamer | Nederland | Suriname (Zuid-Amerika),Den Haag | Vergaderzaal Eerste Kamer | Nederland | Suriname (Zuid-Amerika),edit | edit | edit | edit," |  |  | Zuid-Amerika"
NG-2005-19-10,Een van de deelnemers aan de Ronde Tafel Conferentie: de heer A. Karamat Ali,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2005-19-11,Een van de deelnemers aan de RTC: C.A. Eman,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2005-19-12,Een van de deelnemers aan de RTC: J.A.E. Buiskool,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2005-19-13,Een van de deelnemers aan de RTC: R.H. Pos,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2005-19-14,Een van de deelnemers aan de RTC: Salikin M. Hardjo,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2005-19-15,Twee van de deelnemers aan de RTC: Percy Wijngaarde en P.G.A. Findlay,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2005-19-16,Een van de deelnemers aan de RTC: de heer J.P. Kaulesar Sukul,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2005-19-17,Een van de deelnemers aan de RTC: de heer F.H.R. Lim A Po,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2005-19-18,Een van de deelnemers aan de RTC: de heer J.A. de Miranda,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2005-19-19,Een van de deelnemers aan de RTC: de heer E. Jonckheer,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2005-19-20,Een van de journalisten  bij de RTC: de heer P. Daal,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika) | Curaçao,Den Haag | Nederland | Suriname (Zuid-Amerika) | Curaçao,edit | edit | edit | edit," |  | Zuid-Amerika | "
NG-2005-19-21,Een van de deelnemers aan de RTC: de heer S.W. van der Meer,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika) | Curaçao,Den Haag | Nederland | Suriname (Zuid-Amerika) | Curaçao,edit | edit | edit | edit," |  | Zuid-Amerika | "
NG-2005-19-22,Uitnodiging voor de opening van de RTC voor de heer Lim A Po,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2005-19-30-A,10 Handtekeningen van de deelnemers aan de RTC,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2005-19-30-B,10 Handtekeningen van de deelnemers aan de RTC,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-694-1-16,Willem Drees en het Statuut met de West,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika) | Nederlandse Antillen,Den Haag | Nederland | Suriname (Zuid-Amerika) | Nederlandse Antillen,edit | edit | edit | edit," |  | Zuid-Amerika | "
NG-694-1-17,Willem Drees op Paleis Soestdijk in verband met de RTC West,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-694-1-18,Staatsbanket met Willem Drees en Koningin Elizabeth II,mixed-no-coords,Den Haag | Nederland | Suriname (Zuid-Amerika),Den Haag | Nederland | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2009-73-1,Surinaamse vrouw in Nederland,mixed-no-coords,Nederland | Suriname (Zuid-Amerika),Nederland | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
RP-F-F01203-G,Gouverneur Aarnoud van Heemstra (staand in donker pak) met een gezelschap op de Maäboberg in Suriname,mixed-no-coords,Maäbo Heuvel,Maäbo Heuvel,edit,Suriname (Zuid-Amerika)
RP-F-F01203-H,Gezelschap langs een spoorbaan op de Maäboberg in Suriname,mixed-no-coords,Maäbo Heuvel,Maäbo Heuvel,edit,Suriname (Zuid-Amerika)
RP-F-F01203-AH,Twee vrouwen in 's Lands Plantentuin in Buitenzorg,mixed-no-coords,'s Lands Plantentuin,'s Lands Plantentuin,edit,
RP-F-F01203-AJ,Man en vrouw staand onder varens in 's Lands Plantentuin te Buitenzorg,mixed-no-coords,Buitenzorg (West-Java),Buitenzorg (West-Java),edit,
RP-F-F01203-AK,Vrouw met herten bij het paleis van de Gouverneur-Generaal in Buitenzorg,mixed-no-coords,Paleis van de Gouverneur-Generaal,Paleis van de Gouverneur-Generaal,edit,
RP-F-F01203-BT,Man en vrouw onder de Eiffeltoren te Parijs,mixed-no-coords,Eiffeltoren,Eiffeltoren,edit,
RP-F-F01203-CT,Mannen op een schoenenmarkt te Funchal op Madeira,mixed-no-coords,Funchal,Funchal,edit,
RP-F-F01203-DI,Gezelschap waaronder leden van de familie Terlaak in een open bus in Berlijn,mixed-no-coords,Berlijn,Berlijn,edit,
RP-F-F01203-DJ,Gezelschap waaronder leden van de familie Ottenhof achter een paardenslee in Sankt Moritz,mixed-no-coords,Sankt Moritz,Sankt Moritz,edit,
RP-F-F01203-DR,"S.S. 'Nickerie', vermoedelijk in een Nederlandse haven",mixed-no-coords,Nederland,Nederland,edit,
NG-2009-49-2,Drukkerij Het Parool,mixed-no-coords,Amsterdam,Amsterdam,edit,
NG-2009-73-4,Surinaams-Javaanse vrouw in Nederland,mixed-no-coords,Nederland | Suriname (Zuid-Amerika),Nederland | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-2009-73-8,Surinaamse vrouw in Nederland,mixed-no-coords,Nederland | Suriname (Zuid-Amerika),Nederland | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-2009-73-10,Surinaams-Hindostaanse vrouw in Nederland,mixed-no-coords,Nederland | Suriname (Zuid-Amerika),Nederland | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-2009-73-8-A,Surinaamse vrouw in Nederland,mixed-no-coords,Nederland | Suriname (Zuid-Amerika),Nederland | Suriname (Zuid-Amerika),edit | edit," | Zuid-Amerika"
NG-2009-132-6,Groepsportret van de Familie Wesenhagen-Loth in Den Haag,mixed-no-coords,Suriname (Zuid-Amerika) | Den Haag,Suriname (Zuid-Amerika) | Den Haag,edit | edit,"Zuid-Amerika | "
NG-2009-141-10,"Surinaams gezelschap op de trap van het Koloniaal Instituut in Amsterdam, 1940",mixed-no-coords,Amsterdam | Koninklijk Instituut voor de Tropen | Suriname (Zuid-Amerika),Amsterdam | Koninklijk Instituut voor de Tropen | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2009-141-11,Surinaams gezelschap in Krasnapolsky in Amsterdam,mixed-no-coords,Amsterdam | Grand Hotel Krasnapolsky | Suriname (Zuid-Amerika),Amsterdam | Grand Hotel Krasnapolsky | Suriname (Zuid-Amerika),edit | edit | edit," |  | Zuid-Amerika"
NG-2009-94-36-3,Hutten aan de oever van de rivier Cottica,mixed-no-coords,Moengo,Moengo,edit,Marowijne
NG-1994-32-27,R.C. Kerk (Gravenstraat),mixed-no-coords,Paramaribo (stad) | Gravenstraat (Paramaribo),Paramaribo (stad) | Gravenstraat (Paramaribo),edit | edit,Paramaribo (district) | Paramaribo (stad)
NG-2009-125-11,Familie op bed,mixed-no-coords,Suriname (Zuid-Amerika) | Plantage Morgenstond | Plantage Clevia,Suriname (Zuid-Amerika) | Plantage Morgenstond | Plantage Clevia,edit | edit | edit,Zuid-Amerika | Paramaribo (district) | Suriname (Zuid-Amerika)
NG-2009-129-26,"Verklede bemanning van de Halve Maan, in New York",mixed-no-coords,Suriname (Zuid-Amerika) | New York,Suriname (Zuid-Amerika) | New York,edit | edit,"Zuid-Amerika | "
RP-F-BR-2011-1-1,"Portret van twee jonge mannen, Suriname",mixed-no-coords,Frimangron,Frimangron,edit,Paramaribo (stad)
RP-F-BR-2011-1-2,"Portret van twee jonge mannen, Suriname",mixed-no-coords,Frimangron,Frimangron,edit,Paramaribo (stad)
