recordnummer;objectnummer;titel;beschrijving;vervaardiger;datering.datum.start;datering.datum.eind;objectnaam;materiaal;classificatiecode;inhoud.classificatie.code;geografisch_trefwoord;inhoud.hoofdmotief.algemeen;inhoud.hoofdmotief.specifiek;inhoud.onderwerp;inhoud.persoon.naam;PID_data.URI;PID_werk.URI
680337;NG-2015-4-1-27;Gravenstraat by de Pastorie;Gezicht in de Gravenstraat (nu Henck Arronstraat) in Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";25I141;Suriname (Zuid-Amerika)$Paramaribo (stad)$Gravenstraat (Paramaribo);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696573;https://id.rijksmuseum.nl/200696573
680338;NG-2015-4-1-28;Maagdenstraat;Gezicht in de Maagdenstraat geflankeerd door koningspalmen.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";25I141;Suriname (Zuid-Amerika)$Paramaribo (stad)$Maagdenstraat;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696574;https://id.rijksmuseum.nl/200696574
680339;NG-2015-4-1-29;Post en telefoonkantoor;Het Post- en Telefoonkantoor in Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696575;https://id.rijksmuseum.nl/200696575
680340;NG-2015-4-1-30;Heerenstraat;De Heerenstraat in Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";25I14;Suriname (Zuid-Amerika)$Paramaribo (stad)$Heerenstraat (Paramaribo);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696576;https://id.rijksmuseum.nl/200696576
680504;NG-2015-4-1-31;Ingang Fort Zeelandia;Ingang naar Fort Zeelandia, Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Fort Zeelandia (Paramaribo);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696740;https://id.rijksmuseum.nl/200696740
680505;NG-2015-4-1-32;Gevangenis;De gevangenis op het terrein van Fort Zeelandia, Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";44G311;Suriname (Zuid-Amerika)$Paramaribo (stad)$Fort Zeelandia (Paramaribo);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696741;https://id.rijksmuseum.nl/200696741
680506;NG-2015-4-1-33;Steiger KON.WI.MAIL;Steiger van de Koninklijke West-Indische Maildienst, aan de Waterkant van Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";46C2231;Suriname (Zuid-Amerika)$Paramaribo (stad)$Waterkant;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";Koninklijke West-Indische Maildienst;https://data.rijksmuseum.nl/200696742;https://id.rijksmuseum.nl/200696742
680507;NG-2015-4-1-34;Vertrek van schepen der K.W.I.M;Vertrekkende schepen van de Koninklijke West-Indische Maildienst, vanaf de Steiger aan de waterkant te Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";46C2231;Suriname (Zuid-Amerika)$Paramaribo (stad)$Waterkant;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";Koninklijke West-Indische Maildienst;https://data.rijksmuseum.nl/200696743;https://id.rijksmuseum.nl/200696743
680508;NG-2015-4-1-35;Depot der K.W.I.M.;Depot van de Koninklijke West-Indische Maildienst, Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";46C2235;Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";Koninklijke West-Indische Maildienst;https://data.rijksmuseum.nl/200696744;https://id.rijksmuseum.nl/200696744
680509;NG-2015-4-1-36;Chineesch Hotel;Opening van de Chinese Sociëteit aan de Steenbakkersgracht (nu Dr. Sophie Redmondstraat), te Paramaribo. 1885. De Chinese Sociëteit ofwel het Verenigingsgebouw van de Kong Ngie Tong werd geopend in 1885.;Muller, Julius Eduard$Chapman, C.J.;1885;1885;foto;"";"";43B32;Suriname (Zuid-Amerika)$Paramaribo (stad)$Steenbakkerstraat$Chinese Sociëteit;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696745;https://id.rijksmuseum.nl/200696745
680510;NG-2015-4-1-37;Nonnenklooster binnenplaats;Klooster De Voorzienigheid, van de Franciscanessen van Mariadal, te Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";11P31522$11P3151;Suriname (Zuid-Amerika)$Paramaribo (stad)$Klooster De Voorzienigheid;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696746;https://id.rijksmuseum.nl/200696746
680511;NG-2015-4-1-38;Willemschool van de Saramaccastraat;De Willemschool naast de Lutherse kerk in de Saramaccastraat, Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";49B2;Suriname (Zuid-Amerika)$Paramaribo (stad)$Saramaccastraat$Willemschool;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696747;https://id.rijksmuseum.nl/200696747
680512;NG-2015-4-1-39;Interieur hervormde kerk;Interieur van de Hervormde kerk, of Centrumkerk, te Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";11Q713;Suriname (Zuid-Amerika)$Paramaribo (stad)$Hervormde Kerk (Paramaribo);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696748;https://id.rijksmuseum.nl/200696748
680513;NG-2015-4-1-40;Majellagesticht, kerk;Gebouwen van het 'Majellagesticht', mogelijk betreft het hier de melaatsenzorg van de Geradus Majella Stichting, Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";31A46222;Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696749;https://id.rijksmuseum.nl/200696749
680514;NG-2015-4-1-41;Hoogd. Isr. Herk;Synagoge van de Hoogduitse Joden, de Synagoge Neve Shalom te Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";12A44;Suriname (Zuid-Amerika)$Paramaribo (stad)$Synagoge Neve Shalom;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696750;https://id.rijksmuseum.nl/200696750
680515;NG-2015-4-1-42;Bouwdepartement;Woning chef Bouwdepartement, Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Bouwdepartement;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696751;https://id.rijksmuseum.nl/200696751
680516;NG-2015-4-1-43;Watermolenstraat;Gezicht in de Watermolenstraat in Paramaribo.;Muller, Julius Eduard;1898;1902;foto;"";"";25I141;Suriname (Zuid-Amerika)$Paramaribo (stad)$Watermolenstraat;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696752;https://id.rijksmuseum.nl/200696752
680527;NG-2015-4-1-44;Algemeene Steiger;Schepen aan de Algemene steiger aan de Waterkant, Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";46C2231;Suriname (Zuid-Amerika)$Paramaribo (stad)$Waterkant;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696755;https://id.rijksmuseum.nl/200696755
680528;NG-2015-4-1-45;Knuffelsgracht;Huizen aan de Knuffelsgracht in Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";25I145;Suriname (Zuid-Amerika)$Paramaribo (stad)$Knuffelsgracht;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696756;https://id.rijksmuseum.nl/200696756
680529;NG-2015-4-1-46;Gouv.s Smedery;Smederij, constructiewinkel (werkplaats) van de koloniale vaartuigen, aan de Waterkant, Paramaribo.;Muller, Julius Eduard;1898;1902;foto;"";"";46C2235;Suriname (Zuid-Amerika)$Paramaribo (stad)$Waterkant;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696757;https://id.rijksmuseum.nl/200696757
680530;NG-2015-4-1-55;Albina;Gezicht op Albina, vanaf het water.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Albina;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696758;https://id.rijksmuseum.nl/200696758
680546;NG-2015-4-1-56;Nickerie;Gezicht op het plaatsje Nieuw-Nickerie.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Nieuw-Nickerie;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696774;https://id.rijksmuseum.nl/200696774
680547;NG-2015-4-1-57;Station Domburg;Landhuis in Domburg, Suriname.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Domburg (Suriname);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696775;https://id.rijksmuseum.nl/200696775
680548;NG-2015-4-1-58;Usine Marienburg;Treintje om suikerriet te vervoeren op Plantage Marienburg.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";46C15111$25K182$25G22(SUGARCANE);Suriname (Zuid-Amerika)$Paramaribo (stad)$Mariënburg (Suriname);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid$suikerindustrie;"";"";"";https://data.rijksmuseum.nl/200696776;https://id.rijksmuseum.nl/200696776
680549;NG-2015-4-1-59;Pl. Brouwerslust, cacao;Plantage Brouwerslust met cacaocultuur.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";41C723$25K182;Suriname (Zuid-Amerika)$Plantage Brouwerslust;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid$cacaocultuur;"";"";"";https://data.rijksmuseum.nl/200696777;https://id.rijksmuseum.nl/200696777
680550;NG-2015-4-1-60;Cacaonoten;Vruchten van de cacaoboom, waarschijnlijk op Plantage Brouwerslust.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";41C723;Suriname (Zuid-Amerika)$Plantage Brouwerslust;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696778;https://id.rijksmuseum.nl/200696778
680551;NG-2015-4-1-61;Vertrek naar de goudvelden;Vanaf de oever vertrekken enkele schuiten met mensen naar de goudvelden.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";25D3$46C512;Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid$goudwinning;"";"";"";https://data.rijksmuseum.nl/200696779;https://id.rijksmuseum.nl/200696779
680552;NG-2015-4-1-62;Lyfvisitatie in de goudvelden;Arbeiders in de goudwinning worden fysiek gefouilleerd.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";25D32;Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid$goudwinning;"";"";"";https://data.rijksmuseum.nl/200696780;https://id.rijksmuseum.nl/200696780
680553;NG-2015-4-1-63;Berg en Daal, van de rivier;Berg en Dal, een dorp en plantage in Suriname, gezien vanaf de rivier.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";25K182;Suriname (Zuid-Amerika)$Plantage Berg en Dal;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696781;https://id.rijksmuseum.nl/200696781
680554;NG-2015-4-1-64;Hinterland, Berg en Daal;Gezicht op het dorpje Berg en Dal, gezien vanaf een heuvel.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Berg en Dal (Suriname);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696782;https://id.rijksmuseum.nl/200696782
680555;NG-2015-4-1-65;Kampen en goudhoudende kreek;Kampen van arbeiders in de goudwinning bij een kreek.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid$goudwinning;"";"";"";https://data.rijksmuseum.nl/200696783;https://id.rijksmuseum.nl/200696783
680556;NG-2015-4-1-66;Uitspuiten van een berghelling;Goudwinning op een berghelling.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";25D311;Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid$goudwinning;"";"";"";https://data.rijksmuseum.nl/200696784;https://id.rijksmuseum.nl/200696784
680557;NG-2015-4-1-67;Goudwinnen met de Longtom;Goudwinning met gebruik van een 'longtom'.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";25D311;Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid$goudwinning;"";"";"";https://data.rijksmuseum.nl/200696785;https://id.rijksmuseum.nl/200696785
680558;NG-2015-4-1-68;Hydrauliseeren;Spuiten van water in een open goudmijn.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";25D311;Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid$goudwinning;"";"";"";https://data.rijksmuseum.nl/200696786;https://id.rijksmuseum.nl/200696786
680560;NG-2015-4-1-69;Op weg naar Para;Gezelschap onderweg naar Para over een pad door het bos.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Para;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696788;https://id.rijksmuseum.nl/200696788
680561;NG-2015-4-1-70;Post op Coronie;Legerkamp op Coronie.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";45C4;Suriname (Zuid-Amerika)$Coronie;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696789;https://id.rijksmuseum.nl/200696789
680562;NG-2015-4-1-71;Marrons en Nederlanders bij een heiligdom$Een Afgodstempel, Boschnegers;Nederlanders poserend bij een heiligdom in een dorp van Marrons.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";12Q;Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696790;https://id.rijksmuseum.nl/200696790
680563;NG-2015-4-1-72;Ryst ontbolsteren;Pellen van rijst in een dorp van Aukaners in Tempatie.;Muller, Julius Eduard;1898;1902;foto;"";"";47I111;Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid$rijstbouw$Ndyuka;"";"";"";https://data.rijksmuseum.nl/200696791;https://id.rijksmuseum.nl/200696791
680564;NG-2015-4-1-73;Vier vrouwen van de Surinaamse Karaïben$Indiaansche vrouwen, Caraiben;Vier vrouwen van de Surinaamse Karaïben.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";32B344;Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid$oorspronkelijke bewoners van Suriname;"";"";"";https://data.rijksmuseum.nl/200696792;https://id.rijksmuseum.nl/200696792
680565;NG-2015-4-1-74;Arowakken$Groep Indiaanen, Arowakken;Groep Surinaamse Arowakken, poserend in feestkleding in de Gouvernementstuin in Paramaribo, waarschijnlijk ter gelegenheid van een optocht tijdens een koninklijke verjaardag.;Muller, Julius Eduard;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid$oorspronkelijke bewoners van Suriname;"";"";"";https://data.rijksmuseum.nl/200696793;https://id.rijksmuseum.nl/200696793
680566;NG-2015-4-1-75;Groep Hindostaanse contractarbeiders$Groep Coolies;Groep contractarbeiders uit Brits-Indië.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";46A17;Suriname (Zuid-Amerika);militair hospitaal$ziekenhuis$officier van gezondheid$contractarbeiders;"";"";"";https://data.rijksmuseum.nl/200696794;https://id.rijksmuseum.nl/200696794
680567;NG-2015-4-1-76;Twee broers, Marrons$Twee Broeders, Boschnegers;Twee Marrons, broers, van verschillende huidskleur.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";31A2262$31A418;Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696795;https://id.rijksmuseum.nl/200696795
680568;NG-2015-4-1-77;Groep Javanen;Een groep Javanen.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696796;https://id.rijksmuseum.nl/200696796
680569;NG-2015-4-1-78;Chineesche familie;Een Chinese immigrantenfamilie, poserend in de tuin voor het decor van een interieur.;Muller, Julius Eduard;1898;1902;foto;"";"";48C61111;Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696797;https://id.rijksmuseum.nl/200696797
680570;NG-2015-4-1-79;Gouverneur Akrosoe en staff;Gouverneur (of kapitein?) Akrosoe poserend met zijn staf op de veranda van een gebouw.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696798;https://id.rijksmuseum.nl/200696798
680571;NG-2015-4-1-80;Gansee Zangers (boschnegers);Groep Surinaamse mannen en vrouwen uit Gansee.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Gansee;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696799;https://id.rijksmuseum.nl/200696799
680572;NG-2015-4-1-81;Marktmeid;Surinaamse vrouw in koto poserend in de fotostudio tegen een decordoek.;Muller, Julius Eduard;1898;1902;foto;"";"";48C61111;Suriname (Zuid-Amerika);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696800;https://id.rijksmuseum.nl/200696800
680573;NG-2015-4-1-82;Huis van Dr. van Ryn, Fort Zeelandia;Het huis van Dr. van Ryn, Fort Zeelandia in Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Fort Zeelandia (Paramaribo);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696801;https://id.rijksmuseum.nl/200696801
681413;NG-2015-4-1-47;Herrnhutterkerk, uitgang;Kerk van de Hernhutters (Evangelische Broedergemeente of Moravische broeders). Waarschijnlijk de Grote Stadskerk van de Evangelische Broedergemeente aan de Steenbakkerijstraat te Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";11Q712;Suriname (Zuid-Amerika)$Paramaribo (stad)$Grote Stadskerk;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200697504;https://id.rijksmuseum.nl/200697504
681414;NG-2015-4-1-48;Steenbakkersgracht;Gezicht langs de Steenbakkersgracht in Paramaribo waar een grote groep mensen zich heeft verzameld.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Steenbakkersgracht;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200697505;https://id.rijksmuseum.nl/200697505
681415;NG-2015-4-1-49;Vogelvluchtperspectief Paramaribo;Gezicht op Paramaribo, links de Oranjestraat (nu de Mirandastraat), in de verte de Surinamerivier.;Muller, Julius Eduard;1898;1902;foto;"";"";25I141;Suriname (Zuid-Amerika)$Paramaribo (stad)$Oranjestraat$Surinamerivier;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200697506;https://id.rijksmuseum.nl/200697506
681416;NG-2015-4-1-50;Vogelvluchtperspectief Paramaribo;Gezicht over de stad Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";25I1;Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200697507;https://id.rijksmuseum.nl/200697507
681417;NG-2015-4-1-51;Krankzinnigengesticht, directeurswoning;Directeurswoning bij het krankzinnigengesticht Wolfenbüttel, bij Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";49G52;Suriname (Zuid-Amerika)$Paramaribo (stad)$Wolfenbüttel (instelling);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200697508;https://id.rijksmuseum.nl/200697508
681418;NG-2015-4-1-52;Park en haven van het Gouvernementshotel;Park en haven van het Gouvernementshotel, Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200697509;https://id.rijksmuseum.nl/200697509
