recordnummer;term;match_wiki;Qids;broader_term;wikidata;PID_overige.URI;PID_overige.URI2;PID_overige.URI3;wiki_id;wiki_id_broader;wiki_id_query;coords
103881;Browns Berg;Browns Berg;http://www.wikidata.org/entity/Q31587146;Suriname (Zuid-Amerika);http://www.wikidata.org/entity/Q31587146;;;;Q31587146;;wd:Q31587146;Point(-55.215 4.869722222)
107559;Brownsweg;;;Suriname (Zuid-Amerika);http://www.wikidata.org/entity/Q927447;http://www.wikidata.org/entity/Q927447;https://sws.geonames.org/3384475/;;Q927447;;wd:Q927447;Point(-55.166944444 5.016388888)
103866;Burenstraat;Burenstraat;http://www.wikidata.org/entity/Q107435481;Paramaribo (stad);http://www.wikidata.org/entity/Q107435481;;;;Q107435481;;wd:Q107435481;Point(-55.163928977 5.827499618)
110827;Catharina Sophia;Catharina Sophia;http://www.wikidata.org/entity/Q13457818;Saramacca;http://www.wikidata.org/entity/Q13457818;;;;Q13457818;;wd:Q13457818;Point(-55.569091325 5.84549725)
561433;Chinese Sociëteit;Kong Ngie Tong Sang Clan;http://www.wikidata.org/entity/Q2458576;Paramaribo (stad);http://www.wikidata.org/entity/Q2458576;;;;Q2458576;;wd:Q2458576;Point(-55.161944 5.824167)
103857;Combé;Combé;http://www.wikidata.org/entity/Q115941560;Paramaribo (stad);http://www.wikidata.org/entity/Q115941560;;;;Q115941560;;wd:Q115941560;Point(-55.147222222 5.831388888)
567340;Combékerk;Combékerk, Paramaribo;http://www.wikidata.org/entity/Q107351239;Paramaribo (stad);http://www.wikidata.org/entity/Q107351239;;;;Q107351239;;wd:Q107351239;Point(-55.148972222 5.831805555)
24396;Commewijne;;;Suriname (Zuid-Amerika);http://www.wikidata.org/entity/Q952510;http://vocab.getty.edu/tgn/1000830;http://www.wikidata.org/entity/Q952510;;Q952510;;wd:Q952510;Point(-54.919722222 5.869722222)
574115;Corneliskondre;;;Sipaliwini;http://www.wikidata.org/entity/Q3316099;http://www.wikidata.org/entity/Q3316099;;;Q3316099;;wd:Q3316099;Point(-56.144166666 5.345555555)
67647;Coronie;;;Suriname (Zuid-Amerika);http://www.wikidata.org/entity/Q1130141;http://www.wikidata.org/entity/Q1130141;http://vocab.getty.edu/tgn/1000831;https://sws.geonames.org/3384397/;Q1130141;;wd:Q1130141;Point(-56.277777777 5.763611111)
110738;Cottica;Cottica;http://www.wikidata.org/entity/Q1376242;Suriname (Zuid-Amerika);http://www.wikidata.org/entity/Q1376242;;;;Q1376242;;wd:Q1376242;Point(-54.228055555 3.854166666)
103871;Cultuurtuin;Cultuurtuin;http://www.wikidata.org/entity/Q2301123;Paramaribo (stad);http://www.wikidata.org/entity/Q2301123;;;;Q2301123;;wd:Q2301123;Point(-55.159519444 5.847275)
556920;Daome;;;Suriname (Zuid-Amerika);http://www.wikidata.org/entity/Q730;http://vocab.getty.edu/tgn/7015386;http://www.wikidata.org/entity/Q730;;Q730;;wd:Q730;Point(-56.0 4.0)
561440;Domburg (Suriname);;;Suriname (Zuid-Amerika);http://www.wikidata.org/entity/Q650018;http://www.wikidata.org/entity/Q650018;https://sws.geonames.org/3384309/;;Q650018;;wd:Q650018;Point(-55.0875 5.688055555)
103402;Drambrandersgracht;Drambrandersgracht;http://www.wikidata.org/entity/Q110189219;Paramaribo (stad);http://www.wikidata.org/entity/Q110189219;;;;Q110189219;;wd:Q110189219;Point(-55.1690297 5.8243407)
103403;Emmaschool;Emmaschool;;Paramaribo (stad);;;;;;Q3001;wd:Q3001;Point(-55.166666666 5.866666666)
548033;Fort Leyden;Fort Leyden;http://www.wikidata.org/entity/Q138841837;Commewijne;http://www.wikidata.org/entity/Q138841837;;;;Q138841837;;wd:Q138841837;Point(-55.100876008 5.904624576)
567347;Fort Nieuw-Amsterdam;;;Suriname (Zuid-Amerika);http://www.wikidata.org/entity/Q762619;http://www.wikidata.org/entity/Q762619;https://sws.geonames.org/3383434/;;Q762619;;wd:Q762619;Point(-55.088611111 5.885833333)
91392;Fort Zeelandia (Paramaribo);Fort Zeelandia;http://www.wikidata.org/entity/Q656587;Paramaribo (stad);http://www.wikidata.org/entity/Q656587;;;;Q656587;;wd:Q656587;Point(-55.15 5.825277777)
106876;Frimangron;;;Paramaribo (stad);http://www.wikidata.org/entity/Q96781860;http://www.wikidata.org/entity/Q96781860;;;Q96781860;;wd:Q96781860;Point(-55.166796868 5.824930995)
103882;Galibi;Galibi;http://www.wikidata.org/entity/Q2554506;Suriname (Zuid-Amerika);http://www.wikidata.org/entity/Q2554506;;;;Q2554506;;wd:Q2554506;Point(-54.014166666 5.706944444)
119761;Gansee;Ganzee;http://www.wikidata.org/entity/Q21503646;Suriname (Zuid-Amerika);http://www.wikidata.org/entity/Q21503646;;;;Q21503646;;wd:Q21503646;Point(-55.1 4.833333333)
574122;Ganzee;;;Brokopondo;http://www.wikidata.org/entity/Q21503646;http://www.wikidata.org/entity/Q21503646;;;Q21503646;;wd:Q21503646;Point(-55.1 4.833333333)
564593;Gouvernements Hotel;Presidential Palace of Suriname;http://www.wikidata.org/entity/Q2196027;Paramaribo (stad);http://www.wikidata.org/entity/Q2196027;;;;Q2196027;;wd:Q2196027;Point(-55.15127222 5.82681389)
103393;Gouvernementspaleis;Presidential Palace of Suriname;http://www.wikidata.org/entity/Q2196027;Paramaribo (stad);http://www.wikidata.org/entity/Q2196027;;;;Q2196027;;wd:Q2196027;Point(-55.15127222 5.82681389)
103399;Gouvernementsplein;;;Paramaribo (stad);http://www.wikidata.org/entity/Q2033540;http://www.wikidata.org/entity/Q2033540;;;Q2033540;;wd:Q2033540;Point(-55.15152 5.82623)
563718;Gran Rio;;;Brokopondo;http://www.wikidata.org/entity/Q2182936;http://vocab.getty.edu/tgn/1124282;http://www.wikidata.org/entity/Q2182936;;Q2182936;;wd:Q2182936;Point(-55.479722222 4.0125)
