

recordnummer,objectnummer,PID_overige.URI,wikidata_url,wikimedia_url
431010,NG-2005-19-14,http://hdl.handle.net/10934/RM0001.COLLECT.431010,,"https://commons.wikimedia.org/wiki/File:Een_van_de_deelnemers_aan_de_RTC_Salikin_M._Hardjo_Surinamers_in_Nederland_29_foto's_uit_het_archief_van_Ons_Vrije_Nederland_(serietitel),_NG-2005-19-14.jpg"
431014,NG-2005-19-15,http://hdl.handle.net/10934/RM0001.COLLECT.431014,,"https://commons.wikimedia.org/wiki/File:Twee_van_de_deelnemers_aan_de_RTC_Percy_Wijngaarde_en_P.G.A._Findlay_Surinamers_in_Nederland_29_foto's_uit_het_archief_van_Ons_Vrije_Nederland_(serietitel),_NG-2005-19-15.jpg"
431018,NG-2005-19-16,http://hdl.handle.net/10934/RM0001.COLLECT.431018,,"https://commons.wikimedia.org/wiki/File:Een_van_de_deelnemers_aan_de_RTC_de_heer_J.P._Kaulesar_Sukul_Surinamers_in_Nederland_29_foto's_uit_het_archief_van_Ons_Vrije_Nederland_(serietitel),_NG-2005-19-16.jpg"
431019,NG-2005-19-17,http://hdl.handle.net/10934/RM0001.COLLECT.431019,,"https://commons.wikimedia.org/wiki/File:Een_van_de_deelnemers_aan_de_RTC_de_heer_F.H.R._Lim_A_Po_Surinamers_in_Nederland_29_foto's_uit_het_archief_van_Ons_Vrije_Nederland_(serietitel),_NG-2005-19-17.jpg"
431020,NG-2005-19-18,http://hdl.handle.net/10934/RM0001.COLLECT.431020,,"https://commons.wikimedia.org/wiki/File:Een_van_de_deelnemers_aan_de_RTC_de_heer_J.A._de_Miranda_Surinamers_in_Nederland_29_foto's_uit_het_archief_van_Ons_Vrije_Nederland_(serietitel),_NG-2005-19-18.jpg"
431021,NG-2005-19-19,http://hdl.handle.net/10934/RM0001.COLLECT.431021,,"https://commons.wikimedia.org/wiki/File:Een_van_de_deelnemers_aan_de_RTC_de_heer_E._Jonckheer_Surinamers_in_Nederland_29_foto's_uit_het_archief_van_Ons_Vrije_Nederland_(serietitel),_NG-2005-19-19.jpg"
431036,NG-2005-19-20,http://hdl.handle.net/10934/RM0001.COLLECT.431036,,"https://commons.wikimedia.org/wiki/File:Een_van_de_journalisten_bij_de_RTC_de_heer_P._Daal_Surinamers_in_Nederland_29_foto's_uit_het_archief_van_Ons_Vrije_Nederland_(serietitel),_NG-2005-19-20.jpg"
431037,NG-2005-19-21,http://hdl.handle.net/10934/RM0001.COLLECT.431037,,"https://commons.wikimedia.org/wiki/File:Een_van_de_deelnemers_aan_de_RTC_de_heer_S.W._van_der_Meer_Surinamers_in_Nederland_29_foto's_uit_het_archief_van_Ons_Vrije_Nederland_(serietitel),_NG-2005-19-21.jpg"
431039,NG-2005-19-22,http://hdl.handle.net/10934/RM0001.COLLECT.431039,,"https://commons.wikimedia.org/wiki/File:Uitnodiging_voor_de_opening_van_de_RTC_voor_de_heer_Lim_A_Po_Surinamers_in_Nederland_29_foto's_uit_het_archief_van_Ons_Vrije_Nederland_(serietitel),_NG-2005-19-22.jpg"
431040,NG-2005-19-30-A,http://hdl.handle.net/10934/RM0001.COLLECT.431040,,"https://commons.wikimedia.org/wiki/File:10_Handtekeningen_van_de_deelnemers_aan_de_RTC,_NG-2005-19-30-A.jpg"
431044,NG-2005-19-23,http://hdl.handle.net/10934/RM0001.COLLECT.431044,,
431045,NG-2005-19-24,http://hdl.handle.net/10934/RM0001.COLLECT.431045,,
431047,NG-2005-19-25,http://hdl.handle.net/10934/RM0001.COLLECT.431047,,
431048,NG-2005-19-26,http://hdl.handle.net/10934/RM0001.COLLECT.431048,,
431060,NG-2005-19-30-B,http://hdl.handle.net/10934/RM0001.COLLECT.431060,,"https://commons.wikimedia.org/wiki/File:10_Handtekeningen_van_de_deelnemers_aan_de_RTC,_NG-2005-19-30-B.jpg"
431064,NG-2005-19-27,http://hdl.handle.net/10934/RM0001.COLLECT.431064,,
431067,NG-2005-19-28,http://hdl.handle.net/10934/RM0001.COLLECT.431067,,
431068,NG-2005-19-29,http://hdl.handle.net/10934/RM0001.COLLECT.431068,,
431291,NG-2005-24,http://hdl.handle.net/10934/RM0001.COLLECT.431291,,"https://commons.wikimedia.org/wiki/File:Diorama_van_een_slavendans,_NG-2005-24.jpg"
434199,BI-F-B0659-1,http://hdl.handle.net/10934/RM0001.COLLECT.434199,,"https://commons.wikimedia.org/wiki/File:Portret_van_geknielde_krijger_Indigène_de_Surinam_(titel_op_object),_BI-F-B0659-1.jpg"
434200,BI-F-B0659-2,http://hdl.handle.net/10934/RM0001.COLLECT.434200,,"https://commons.wikimedia.org/wiki/File:Portret_van_Kojo_A_Slen_Gri_Nègre_Affranchi_de_Surinam_(titel_op_object),_BI-F-B0659-2.jpg"
434201,BI-F-B0659-3,http://hdl.handle.net/10934/RM0001.COLLECT.434201,,"https://commons.wikimedia.org/wiki/File:Portret_van_Wilhelminia_van_Ede_Jeune_Fille_de_Surinam_(titel_op_object),_BI-F-B0659-3.jpg"
434774,RP-F-C109,http://hdl.handle.net/10934/RM0001.COLLECT.434774,,"https://commons.wikimedia.org/wiki/File:Portret_van_de_gouverneur_generaal_van_Suriname,_Reinier_Frederik_Baron_van_Raders,_RP-F-C109.jpg"
435130,NG-694-1-16,http://hdl.handle.net/10934/RM0001.COLLECT.435130,,
435133,NG-694-1-17,http://hdl.handle.net/10934/RM0001.COLLECT.435133,,
435138,NG-694-1-18,http://hdl.handle.net/10934/RM0001.COLLECT.435138,,
436290,NG-2006-53,http://hdl.handle.net/10934/RM0001.COLLECT.436290,,
438864,RP-F-2006-104,http://hdl.handle.net/10934/RM0001.COLLECT.438864,,
440455,NG-2006-89,http://hdl.handle.net/10934/RM0001.COLLECT.440455,,
440456,NG-2006-90,http://hdl.handle.net/10934/RM0001.COLLECT.440456,,"https://commons.wikimedia.org/wiki/File:Maria_Gertruda_Wolf_de_Friderici_(1794-1885),_NG-2006-90.jpg"
440457,NG-2006-91,http://hdl.handle.net/10934/RM0001.COLLECT.440457,,
440458,NG-2006-92,http://hdl.handle.net/10934/RM0001.COLLECT.440458,,"https://commons.wikimedia.org/wiki/File:Jacob_François_de_Friderici_(181314-1847),_NG-2006-92.jpg"
440459,NG-2006-93,http://hdl.handle.net/10934/RM0001.COLLECT.440459,,
440460,NG-2006-94,http://hdl.handle.net/10934/RM0001.COLLECT.440460,,"https://commons.wikimedia.org/wiki/File:Friets_de_Friderici,_NG-2006-94.jpg"
440461,NG-2006-95,http://hdl.handle.net/10934/RM0001.COLLECT.440461,,
440462,NG-2006-96,http://hdl.handle.net/10934/RM0001.COLLECT.440462,,
440463,NG-2006-97,http://hdl.handle.net/10934/RM0001.COLLECT.440463,,
440464,NG-2006-98,http://hdl.handle.net/10934/RM0001.COLLECT.440464,,"https://commons.wikimedia.org/wiki/File:Jacob_Jurriaan_de_Friderici,_NG-2006-98.jpg"
440465,NG-2006-99,http://hdl.handle.net/10934/RM0001.COLLECT.440465,,
440466,NG-2006-100,http://hdl.handle.net/10934/RM0001.COLLECT.440466,,
440467,NG-2006-101,http://hdl.handle.net/10934/RM0001.COLLECT.440467,,
440468,NG-2006-102,http://hdl.handle.net/10934/RM0001.COLLECT.440468,,
440469,NG-2006-103,http://hdl.handle.net/10934/RM0001.COLLECT.440469,,"https://commons.wikimedia.org/wiki/File:Familiewapen_van_het_geslacht_De_Friderici,_NG-2006-103.jpg"
440470,NG-2006-104,http://hdl.handle.net/10934/RM0001.COLLECT.440470,,
440472,NG-2006-106,http://hdl.handle.net/10934/RM0001.COLLECT.440472,,
440473,NG-2006-107,http://hdl.handle.net/10934/RM0001.COLLECT.440473,,
440474,NG-2006-108,http://hdl.handle.net/10934/RM0001.COLLECT.440474,,
440475,NG-2006-109,http://hdl.handle.net/10934/RM0001.COLLECT.440475,,"https://commons.wikimedia.org/wiki/File:Model_van_het_gedenkteken_voor_J.F._de_Friderici_Model_van_het_gedenkteken_voor_de_oud-gouverneur_van_Suriname_Jurriaan_François_de_Friderici,_NG-2006-109.jpg"
440642,RP-P-2006-338,http://hdl.handle.net/10934/RM0001.COLLECT.440642,,
442956,RP-F-F26015,http://hdl.handle.net/10934/RM0001.COLLECT.442956,,
445138,NG-2007-50,http://hdl.handle.net/10934/RM0001.COLLECT.445138,,"https://commons.wikimedia.org/wiki/File:Diorama_van_de_Waterkant_van_Paramaribo,_Gerrit_Schouten,_1820.jpg"
446894,RP-P-OB-20.471,http://hdl.handle.net/10934/RM0001.COLLECT.446894,,
447590,RP-P-OB-100.203,http://hdl.handle.net/10934/RM0001.COLLECT.447590,,
451752,NG-2007-63,http://hdl.handle.net/10934/RM0001.COLLECT.451752,,
451754,NG-2007-63-A,http://hdl.handle.net/10934/RM0001.COLLECT.451754,,"https://commons.wikimedia.org/wiki/File:Een_Creool,_NG-2007-63-A.jpg"
451755,NG-2007-63-B,http://hdl.handle.net/10934/RM0001.COLLECT.451755,,"https://commons.wikimedia.org/wiki/File:Een_zittende_Creool,_NG-2007-63-B.jpg"
451757,NG-2007-63-C,http://hdl.handle.net/10934/RM0001.COLLECT.451757,,"https://commons.wikimedia.org/wiki/File:Een_zittende_Creool,_NG-2007-63-C.jpg"
451758,NG-2007-63-D,http://hdl.handle.net/10934/RM0001.COLLECT.451758,,"https://commons.wikimedia.org/wiki/File:Een_Creool,_NG-2007-63-D.jpg"
451760,NG-2007-63-E,http://hdl.handle.net/10934/RM0001.COLLECT.451760,,"https://commons.wikimedia.org/wiki/File:Een_Creoolse,_NG-2007-63-E.jpg"
451761,NG-2007-63-F,http://hdl.handle.net/10934/RM0001.COLLECT.451761,,"https://commons.wikimedia.org/wiki/File:Een_Creoolse,_NG-2007-63-F.jpg"
451762,NG-2007-63-G,http://hdl.handle.net/10934/RM0001.COLLECT.451762,,"https://commons.wikimedia.org/wiki/File:Staande_Arowak_of_Caraïb,_NG-2007-63-G.jpg"
451765,NG-2007-63-H,http://hdl.handle.net/10934/RM0001.COLLECT.451765,,"https://commons.wikimedia.org/wiki/File:Staande_Arowak,_NG-2007-63-H.jpg"
451767,NG-2007-63-I,http://hdl.handle.net/10934/RM0001.COLLECT.451767,,"https://commons.wikimedia.org/wiki/File:Knielende_Arowak_of_Caraïb,_NG-2007-63-I.jpg"
451768,NG-2007-63-J,http://hdl.handle.net/10934/RM0001.COLLECT.451768,,"https://commons.wikimedia.org/wiki/File:Hurkende_Caraïb,_NG-2007-63-J.jpg"
451769,NG-2007-63-K,http://hdl.handle.net/10934/RM0001.COLLECT.451769,,"https://commons.wikimedia.org/wiki/File:Zittende_Caraïb,_NG-2007-63-K.jpg"
451772,NG-2007-63-L,http://hdl.handle.net/10934/RM0001.COLLECT.451772,,"https://commons.wikimedia.org/wiki/File:Knielende_Arowak_of_Caraïb,_NG-2007-63-L.jpg"
451773,NG-2007-63-M,http://hdl.handle.net/10934/RM0001.COLLECT.451773,,"https://commons.wikimedia.org/wiki/File:Een_man,_NG-2007-63-M.jpg"
451774,NG-2007-63-N,http://hdl.handle.net/10934/RM0001.COLLECT.451774,,"https://commons.wikimedia.org/wiki/File:Een_man,_NG-2007-63-N.jpg"
451775,NG-2007-63-O,http://hdl.handle.net/10934/RM0001.COLLECT.451775,,"https://commons.wikimedia.org/wiki/File:Hurkende_Caraíb_of_Arowak,_NG-2007-63-O.jpg"
451776,NG-2007-63-P,http://hdl.handle.net/10934/RM0001.COLLECT.451776,,"https://commons.wikimedia.org/wiki/File:Een_boot,_NG-2007-63-P.jpg"
451777,NG-2007-63-Q,http://hdl.handle.net/10934/RM0001.COLLECT.451777,,"https://commons.wikimedia.org/wiki/File:Een_kruik,_NG-2007-63-Q.jpg"
451778,NG-2007-63-R,http://hdl.handle.net/10934/RM0001.COLLECT.451778,,"https://commons.wikimedia.org/wiki/File:Een_trom,_NG-2007-63-R.jpg"
451780,NG-2007-63-S,http://hdl.handle.net/10934/RM0001.COLLECT.451780,,"https://commons.wikimedia.org/wiki/File:Een_trom,_NG-2007-63-S.jpg"
452048,NG-2008-4,http://hdl.handle.net/10934/RM0001.COLLECT.452048,,
455142,NG-2008-15,http://hdl.handle.net/10934/RM0001.COLLECT.455142,,"https://commons.wikimedia.org/wiki/File:Testament_van_William_Leckie,_NG-2008-15.jpg"
455960,NG-2008-37,http://hdl.handle.net/10934/RM0001.COLLECT.455960,,
460002,NG-2008-48,http://hdl.handle.net/10934/RM0001.COLLECT.460002,,"https://commons.wikimedia.org/wiki/File:Fotoalbum_Moengo,_Suriname,_NG-2008-48.jpg"
463576,NG-C-1995-225,http://hdl.handle.net/10934/RM0001.COLLECT.463576,,
463605,NG-C-1995-252,http://hdl.handle.net/10934/RM0001.COLLECT.463605,,
463606,NG-C-1995-253,http://hdl.handle.net/10934/RM0001.COLLECT.463606,,
463607,NG-C-1995-254,http://hdl.handle.net/10934/RM0001.COLLECT.463607,,
463608,NG-C-1995-255,http://hdl.handle.net/10934/RM0001.COLLECT.463608,,
463609,NG-C-1995-256,http://hdl.handle.net/10934/RM0001.COLLECT.463609,,
466738,NG-2008-37-35,http://hdl.handle.net/10934/RM0001.COLLECT.466738,,"https://commons.wikimedia.org/wiki/File:Echtpaar_Guilonard_met_kind_en_een_bediende_in_Moengo,_NG-2008-37-35.jpg"
466739,NG-2008-37-40,http://hdl.handle.net/10934/RM0001.COLLECT.466739,,"https://commons.wikimedia.org/wiki/File:Mevrouw_Guilonard_met_een_Surinaamse_vrouw_en_diens_kinderen,_NG-2008-37-40.jpg"
466844,RP-F-BR-2009-1,http://hdl.handle.net/10934/RM0001.COLLECT.466844,,
466872,NG-2009-1,http://hdl.handle.net/10934/RM0001.COLLECT.466872,,"https://commons.wikimedia.org/wiki/File:Kaartspelend_gezelschap_in_Suriname_Whist_Party_Surinam_(titel_op_object),_NG-2009-1.jpg"
467270,NG-2009-7,http://hdl.handle.net/10934/RM0001.COLLECT.467270,,"https://commons.wikimedia.org/wiki/File:Pa_in_Suriname,_NG-2009-7.jpg"
467471,NG-2009-36,http://hdl.handle.net/10934/RM0001.COLLECT.467471,,"https://commons.wikimedia.org/wiki/File:Suriname_rond_1930,_NG-2009-36.jpg"
467558,RP-P-OB-82.655,http://hdl.handle.net/10934/RM0001.COLLECT.467558,,"https://commons.wikimedia.org/wiki/File:Moord_op_Cornelis_van_Aerssen_van_Sommelsdijk,_1688_Het_doorschieten_van_Sommelsdyk_(titel_op_object),_RP-P-OB-82.655.jpg"
467559,RP-P-OB-82.656,http://hdl.handle.net/10934/RM0001.COLLECT.467559,,"https://commons.wikimedia.org/wiki/File:Moord_op_Cornelis_van_Aerssen_van_Sommelsdijk,_1688,_RP-P-OB-82.656.jpg"
467774,NG-2009-37,http://hdl.handle.net/10934/RM0001.COLLECT.467774,,
467810,NG-2009-39-1,http://hdl.handle.net/10934/RM0001.COLLECT.467810,,"https://commons.wikimedia.org/wiki/File:Elektriciteitsmast,_NG-2009-39-1.jpg"
467811,NG-2009-40,http://hdl.handle.net/10934/RM0001.COLLECT.467811,,
468171,NG-2009-41,http://hdl.handle.net/10934/RM0001.COLLECT.468171,,"https://commons.wikimedia.org/wiki/File:Panorama_van_de_Waterkant_van_Paramaribo,_NG-2009-41.jpg"
468550,NG-2008-37-2,http://hdl.handle.net/10934/RM0001.COLLECT.468550,,"https://commons.wikimedia.org/wiki/File:Uitstapje_met_de_auto_in_de_omgevening_van_Moengo,_NG-2008-37-2.jpg"
468552,NG-2008-37-4,http://hdl.handle.net/10934/RM0001.COLLECT.468552,,"https://commons.wikimedia.org/wiki/File:Nederlandse_man_met_Afro-Surinaamse_vrouw_in_Suriname,_NG-2008-37-4.jpg"
468554,NG-2008-37-8,http://hdl.handle.net/10934/RM0001.COLLECT.468554,,"https://commons.wikimedia.org/wiki/File:Nederlandse_man_poseert_met_zijn_camera_in_een_dorp_van_Marrons_nabij_Moengo,_NG-2008-37-8.jpg"
468555,NG-2008-37-14,http://hdl.handle.net/10934/RM0001.COLLECT.468555,,"https://commons.wikimedia.org/wiki/File:Meneer_Guilonard_poseert_met_twee_Surinaamse_mannen_in_het_binnenland_van_Suriname,_NG-2008-37-14.jpg"
468557,NG-2008-37-20,http://hdl.handle.net/10934/RM0001.COLLECT.468557,,"https://commons.wikimedia.org/wiki/File:Arbeiders_in_Moengo,_NG-2008-37-20.jpg"
468559,NG-2008-37-23,http://hdl.handle.net/10934/RM0001.COLLECT.468559,,"https://commons.wikimedia.org/wiki/File:Zondagmorgen_in_het_zwembad,_NG-2008-37-23.jpg"
468560,NG-2008-37-24,http://hdl.handle.net/10934/RM0001.COLLECT.468560,,"https://commons.wikimedia.org/wiki/File:Gezelschap_op_een_terras_in_Albina,_NG-2008-37-24.jpg"
468561,NG-2008-37-29,http://hdl.handle.net/10934/RM0001.COLLECT.468561,,"https://commons.wikimedia.org/wiki/File:Volksspelen_in_Moengo,_NG-2008-37-29.jpg"
468563,NG-2008-37-36,http://hdl.handle.net/10934/RM0001.COLLECT.468563,,"https://commons.wikimedia.org/wiki/File:Man_in_Moengo,_NG-2008-37-36.jpg"
468565,NG-2008-37-39,http://hdl.handle.net/10934/RM0001.COLLECT.468565,,"https://commons.wikimedia.org/wiki/File:Voetbalwedstrijd_Moengo_-_Albina,_NG-2008-37-39.jpg"
468570,NG-2008-37-41,http://hdl.handle.net/10934/RM0001.COLLECT.468570,,"https://commons.wikimedia.org/wiki/File:Twee_Surinaamse_vrouwen_in_koto,_NG-2008-37-41.jpg"
468571,NG-2008-37-43,http://hdl.handle.net/10934/RM0001.COLLECT.468571,,"https://commons.wikimedia.org/wiki/File:Bootreis_van_Paramaribo_naar_Moengo,_NG-2008-37-43.jpg"
468572,NG-2008-37-44,http://hdl.handle.net/10934/RM0001.COLLECT.468572,,"https://commons.wikimedia.org/wiki/File:Groepsportret,_NG-2008-37-44.jpg"
468574,NG-2008-37-46,http://hdl.handle.net/10934/RM0001.COLLECT.468574,,"https://commons.wikimedia.org/wiki/File:De_Hongaars-Duitse_journaliste_Maria_Leitner_in_Suriname,_NG-2008-37-46.jpg"
468575,NG-2008-37-48,http://hdl.handle.net/10934/RM0001.COLLECT.468575,,"https://commons.wikimedia.org/wiki/File:Groepsfoto_op_de_kade,_NG-2008-37-48.jpg"
468576,NG-2008-37-50,http://hdl.handle.net/10934/RM0001.COLLECT.468576,,"https://commons.wikimedia.org/wiki/File:Vrouwen_voor_de_fabriek_in_Moengo,_NG-2008-37-50.jpg"
468577,NG-2008-37-67,http://hdl.handle.net/10934/RM0001.COLLECT.468577,,"https://commons.wikimedia.org/wiki/File:Groepsfoto_op_de_kade,_NG-2008-37-67.jpg"
468578,NG-2008-37-69,http://hdl.handle.net/10934/RM0001.COLLECT.468578,,"https://commons.wikimedia.org/wiki/File:Groepsfoto_in_Moengo,_NG-2008-37-69.jpg"
468579,NG-2008-37-71,http://hdl.handle.net/10934/RM0001.COLLECT.468579,,"https://commons.wikimedia.org/wiki/File:Groepsportret_van_werknemers_in_Moengo.,_NG-2008-37-71.jpg"
468589,NG-2009-37-1,http://hdl.handle.net/10934/RM0001.COLLECT.468589,,"https://commons.wikimedia.org/wiki/File:Familie_Brouwers_drinkt_thee_op_de_plantage_Accaribo,_Suriname,_NG-2009-37-1.jpg"
468591,NG-2009-37-2,http://hdl.handle.net/10934/RM0001.COLLECT.468591,,"https://commons.wikimedia.org/wiki/File:Grootmoeder_Heemskerk_(titel_op_object),_NG-2009-37-2.jpg"
468592,NG-2009-37-3,http://hdl.handle.net/10934/RM0001.COLLECT.468592,,"https://commons.wikimedia.org/wiki/File:Groepsportret_van_de_familie_Brouwers_op_plantage_Accaribo,_Suriname,_NG-2009-37-3.jpg"
468594,NG-2009-37-4,http://hdl.handle.net/10934/RM0001.COLLECT.468594,,"https://commons.wikimedia.org/wiki/File:Kinderen_op_de_steiger_van_plantage_Accaribo,_Suriname,_NG-2009-37-4.jpg"
468595,NG-2009-37-5,http://hdl.handle.net/10934/RM0001.COLLECT.468595,,"https://commons.wikimedia.org/wiki/File:Kinderen_op_de_steiger_van_plantage_Accaribo,_Suriname,_NG-2009-37-5.jpg"
468598,NG-2009-37-6,http://hdl.handle.net/10934/RM0001.COLLECT.468598,,"https://commons.wikimedia.org/wiki/File:Steiger_van_de_plantage_Accaribo,_Suriname_(titel_op_object),_NG-2009-37-6.jpg"
468599,NG-2009-37-7,http://hdl.handle.net/10934/RM0001.COLLECT.468599,,"https://commons.wikimedia.org/wiki/File:Drie_mannen_op_plantage_Accaribo,_NG-2009-37-7.jpg"
468603,NG-2009-37-8,http://hdl.handle.net/10934/RM0001.COLLECT.468603,,"https://commons.wikimedia.org/wiki/File:Theodorus_Johannes_Brouwers_tussen_de_bananenbomen_op_plantage_Accaribo,_NG-2009-37-8.jpg"
468663,NG-2009-39,http://hdl.handle.net/10934/RM0001.COLLECT.468663,,"https://commons.wikimedia.org/wiki/File:Plantage_Accaribo,_Suriname,_NG-2009-39.jpg"
468680,NG-2009-39-4,http://hdl.handle.net/10934/RM0001.COLLECT.468680,,"https://commons.wikimedia.org/wiki/File:Ada_van_Lierop_voor_het_woonhuis_van_de_plantage_Accaribo,_NG-2009-39-4.jpg"
468686,NG-2009-39-10,http://hdl.handle.net/10934/RM0001.COLLECT.468686,,"https://commons.wikimedia.org/wiki/File:Familie_Brouwers_in_Suriname,_NG-2009-39-10.jpg"
468687,NG-2009-39-11,http://hdl.handle.net/10934/RM0001.COLLECT.468687,,"https://commons.wikimedia.org/wiki/File:De_rivierboot_Prins_Hendrik_verlaat_plantage_Accaribo,_NG-2009-39-11.jpg"
468688,NG-2009-39-12,http://hdl.handle.net/10934/RM0001.COLLECT.468688,,"https://commons.wikimedia.org/wiki/File:Plantage_Accaribo,_NG-2009-39-12.jpg"
468689,NG-2009-39-13,http://hdl.handle.net/10934/RM0001.COLLECT.468689,,"https://commons.wikimedia.org/wiki/File:Onbekend_persoon_op_plantage_Accaribo,_NG-2009-39-13.jpg"
468690,NG-2009-39-14,http://hdl.handle.net/10934/RM0001.COLLECT.468690,,"https://commons.wikimedia.org/wiki/File:Arbeiders_in_een_vaartrens_op_plantage_Accaribo,_NG-2009-39-14.jpg"
468691,NG-2009-39-15,http://hdl.handle.net/10934/RM0001.COLLECT.468691,,"https://commons.wikimedia.org/wiki/File:Houtvlot_van_Marrons_op_de_Surinamerivier,_NG-2009-39-15.jpg"
468692,NG-2009-39-16,http://hdl.handle.net/10934/RM0001.COLLECT.468692,,"https://commons.wikimedia.org/wiki/File:Theodoor_Brouwers_op_plantage_Accaribo,_NG-2009-39-16.jpg"
468694,NG-2009-39-17,http://hdl.handle.net/10934/RM0001.COLLECT.468694,,"https://commons.wikimedia.org/wiki/File:Gewas_op_plantage_Accaribo,_Suriname,_NG-2009-39-17.jpg"
468695,NG-2009-39-18,http://hdl.handle.net/10934/RM0001.COLLECT.468695,,"https://commons.wikimedia.org/wiki/File:Duiken_van_de_steiger_van_plantage_Accaribo,_NG-2009-39-18.jpg"
468696,NG-2009-39-19,http://hdl.handle.net/10934/RM0001.COLLECT.468696,,"https://commons.wikimedia.org/wiki/File:Plantage_Accaribo_met_contractarbeiders,_NG-2009-39-19.jpg"
468697,NG-2009-39-20,http://hdl.handle.net/10934/RM0001.COLLECT.468697,,"https://commons.wikimedia.org/wiki/File:Het_gezin_Brouwers_op_plantage_Accaribo,_NG-2009-39-20.jpg"
468698,NG-2009-39-21,http://hdl.handle.net/10934/RM0001.COLLECT.468698,,"https://commons.wikimedia.org/wiki/File:Vader_en_zoon_op_veranda_in_Paramaribo,_NG-2009-39-21.jpg"
468700,NG-2009-39-22,http://hdl.handle.net/10934/RM0001.COLLECT.468700,,"https://commons.wikimedia.org/wiki/File:Boot_op_de_Surinamerivier,_NG-2009-39-22.jpg"
468701,NG-2009-39-23,http://hdl.handle.net/10934/RM0001.COLLECT.468701,,"https://commons.wikimedia.org/wiki/File:Plantage_Accaribo,_NG-2009-39-23.jpg"
468702,NG-2009-39-24,http://hdl.handle.net/10934/RM0001.COLLECT.468702,,"https://commons.wikimedia.org/wiki/File:Plantage_Accaribo,_NG-2009-39-24.jpg"
468703,NG-2009-39-25,http://hdl.handle.net/10934/RM0001.COLLECT.468703,,"https://commons.wikimedia.org/wiki/File:Plantage_Accaribo,_NG-2009-39-25.jpg"
468704,NG-2009-39-26,http://hdl.handle.net/10934/RM0001.COLLECT.468704,,"https://commons.wikimedia.org/wiki/File:Interieur_van_het_woonhuis_plantage_Accaribo_met_mensen,_NG-2009-39-26.jpg"
468706,NG-2009-39-27,http://hdl.handle.net/10934/RM0001.COLLECT.468706,,"https://commons.wikimedia.org/wiki/File:Opzichters_op_plantage_Accaribo,_NG-2009-39-27.jpg"
468707,NG-2009-39-28,http://hdl.handle.net/10934/RM0001.COLLECT.468707,,"https://commons.wikimedia.org/wiki/File:Houtkap_op_plantage_Accaribo,_NG-2009-39-28.jpg"
468708,NG-2009-39-29,http://hdl.handle.net/10934/RM0001.COLLECT.468708,,"https://commons.wikimedia.org/wiki/File:Portret_van_Henriëtte_van_Lierop,_NG-2009-39-29.jpg"
468709,NG-2009-39-30,http://hdl.handle.net/10934/RM0001.COLLECT.468709,,"https://commons.wikimedia.org/wiki/File:Plantagehuis,_NG-2009-39-30.jpg"
468710,NG-2009-39-31,http://hdl.handle.net/10934/RM0001.COLLECT.468710,,"https://commons.wikimedia.org/wiki/File:Mangroveboom,_NG-2009-39-31.jpg"
468713,NG-2009-39-32,http://hdl.handle.net/10934/RM0001.COLLECT.468713,,"https://commons.wikimedia.org/wiki/File:Een_familie_in_Suriname,_NG-2009-39-32.jpg"
468714,NG-2009-39-33,http://hdl.handle.net/10934/RM0001.COLLECT.468714,,"https://commons.wikimedia.org/wiki/File:Boten_op_rivier,_NG-2009-39-33.jpg"
468715,NG-2009-39-34,http://hdl.handle.net/10934/RM0001.COLLECT.468715,,"https://commons.wikimedia.org/wiki/File:Plantage_Accaribo,_NG-2009-39-34.jpg"
468716,NG-2009-39-35,http://hdl.handle.net/10934/RM0001.COLLECT.468716,,"https://commons.wikimedia.org/wiki/File:Houtkap,_NG-2009-39-35.jpg"
468717,NG-2009-39-36,http://hdl.handle.net/10934/RM0001.COLLECT.468717,,"https://commons.wikimedia.org/wiki/File:Plantage_Accaribo,_NG-2009-39-36.jpg"
468718,NG-2009-39-37,http://hdl.handle.net/10934/RM0001.COLLECT.468718,,"https://commons.wikimedia.org/wiki/File:Spoorlijn,_NG-2009-39-37.jpg"
468719,NG-2009-39-38,http://hdl.handle.net/10934/RM0001.COLLECT.468719,,"https://commons.wikimedia.org/wiki/File:Arbeiders_op_plantage_Accaribo,_NG-2009-39-38.jpg"
468720,NG-2009-39-39,http://hdl.handle.net/10934/RM0001.COLLECT.468720,,"https://commons.wikimedia.org/wiki/File:Opzichters,_NG-2009-39-39.jpg"
468721,NG-2009-39-40,http://hdl.handle.net/10934/RM0001.COLLECT.468721,,"https://commons.wikimedia.org/wiki/File:Vrouw_op_paard,_NG-2009-39-40.jpg"
468722,NG-2009-39-41,http://hdl.handle.net/10934/RM0001.COLLECT.468722,,"https://commons.wikimedia.org/wiki/File:Dienstmeisje_met_kinderwagen,_NG-2009-39-41.jpg"
468723,NG-2009-39-42,http://hdl.handle.net/10934/RM0001.COLLECT.468723,,"https://commons.wikimedia.org/wiki/File:Visite_gaat_weg_van_plantage_Accaribo,_NG-2009-39-42.jpg"
468724,NG-2009-39-43,http://hdl.handle.net/10934/RM0001.COLLECT.468724,,"https://commons.wikimedia.org/wiki/File:Theodoor_Brouwers_op_de_Surinamerivier,_NG-2009-39-43.jpg"
468725,NG-2009-39-44,http://hdl.handle.net/10934/RM0001.COLLECT.468725,,"https://commons.wikimedia.org/wiki/File:Houtvlot_op_de_Surinamerivier,_NG-2009-39-44.jpg"
